_id,userId,startDate,endDate,rowId,projectId,taskId,comments,column_0,column_1,column_2,column_3,column_4,column_5,column_6,status
66163693d969750d958a949a,JMAN434,09-10-2023,15-10-2023,5,PROJ52997,Develop real-time data breach response and recovery orchestration platforms,Data Analysis,11,11,9,7,0,5,9,save
66163693d969750d958a949b,JMAN434,16-10-2023,22-10-2023,1,PROJ52997,Create automated tests for frontend components,Progress Update,0,5,7,2,12,6,9,submit
66163693d969750d958a949c,JMAN434,16-10-2023,22-10-2023,2,PROJ52997,Create automated tests for frontend components,User Feedback,0,4,5,1,9,5,0,save
66163693d969750d958a949d,JMAN434,23-10-2023,29-10-2023,1,PROJ52997,Develop custom analytics tracking solution,Bug Fixed,12,11,2,4,7,5,3,save
66163693d969750d958a949e,JMAN434,23-10-2023,29-10-2023,2,PROJ52997,Develop real-time data breach response and recovery orchestration platforms,Performance Optimization,8,2,3,10,4,0,2,submit
66163693d969750d958a949f,JMAN434,23-10-2023,29-10-2023,3,PROJ52997,Develop custom analytics tracking solution,Testing Passed,1,0,1,11,10,4,3,submit
66163693d969750d958a94a0,JMAN434,30-10-2023,05-11-2023,1,PROJ52997,Develop real-time data breach response and recovery orchestration platforms,Data Analysis,7,12,1,11,3,2,3,submit
66163693d969750d958a94a1,JMAN434,30-10-2023,05-11-2023,2,PROJ52997,Create automated tests for frontend components,Performance Optimization,5,5,6,2,4,6,3,save
66163693d969750d958a94a2,JMAN434,30-10-2023,05-11-2023,3,PROJ52997,Develop real-time data breach response and recovery orchestration platforms,User Feedback,0,7,7,11,7,7,1,save
66163693d969750d958a94a3,JMAN434,30-10-2023,05-11-2023,4,PROJ52997,Develop real-time data breach response and recovery orchestration platforms,Bug Fixed,7,3,4,1,0,8,10,submit
66163693d969750d958a94a4,JMAN434,06-11-2023,12-11-2023,1,PROJ52997,Develop custom analytics tracking solution,User Feedback,5,6,9,1,0,9,9,save
66163693d969750d958a94a5,JMAN434,06-11-2023,12-11-2023,2,PROJ52997,Create automated tests for frontend components,Task Completed,2,2,8,0,1,3,6,submit
66163693d969750d958a94a6,JMAN434,06-11-2023,12-11-2023,3,PROJ52997,Develop custom analytics tracking solution,Code Review,6,4,0,4,3,10,7,submit
66163693d969750d958a94a7,JMAN434,13-11-2023,19-11-2023,1,PROJ52997,Create automated tests for frontend components,Data Analysis,5,10,1,3,8,3,11,save
66163693d969750d958a94a8,JMAN434,13-11-2023,19-11-2023,2,PROJ52997,Develop custom analytics tracking solution,Infrastructure Setup,12,4,11,1,8,8,0,submit
66163693d969750d958a94a9,JMAN434,13-11-2023,19-11-2023,3,PROJ52997,Create automated tests for frontend components,Data Analysis,10,9,0,7,10,8,11,submit
66163693d969750d958a94aa,JMAN434,13-11-2023,19-11-2023,4,PROJ52997,Develop custom analytics tracking solution,Deadline Extended,10,6,3,4,1,3,0,save
66163693d969750d958a94ab,JMAN434,20-11-2023,26-11-2023,1,PROJ52997,Create automated tests for frontend components,Infrastructure Setup,8,4,0,3,10,12,6,submit
66163693d969750d958a94ac,JMAN434,20-11-2023,26-11-2023,2,PROJ52997,Create automated tests for frontend components,Code Review,12,9,10,4,4,4,11,submit
66163693d969750d958a94ad,JMAN434,20-11-2023,26-11-2023,3,PROJ52997,Develop real-time data breach response and recovery orchestration platforms,Issue Resolved,11,3,0,0,6,10,8,save
66163693d969750d958a94ae,JMAN434,27-11-2023,03-12-2023,1,PROJ52997,Develop real-time data breach response and recovery orchestration platforms,Documentation Revised,9,6,6,3,12,5,4,save
66163693d969750d958a94af,JMAN434,27-11-2023,03-12-2023,2,PROJ52997,Create automated tests for frontend components,Documentation Revised,7,5,4,12,10,5,5,submit
66163693d969750d958a94b0,JMAN434,27-11-2023,03-12-2023,3,PROJ52997,Create automated tests for frontend components,Documentation Revised,8,10,5,3,8,1,3,save
66163693d969750d958a94b1,JMAN434,04-12-2023,10-12-2023,1,PROJ52997,Develop custom analytics tracking solution,Task Completed,3,2,4,8,3,9,11,save
66163693d969750d958a94b2,JMAN434,04-12-2023,10-12-2023,2,PROJ52997,Develop real-time data breach response and recovery orchestration platforms,Design Updated,4,11,4,9,4,10,8,submit
66163693d969750d958a94b3,JMAN434,04-12-2023,10-12-2023,3,PROJ52997,Develop real-time data breach response and recovery orchestration platforms,Testing Passed,6,2,9,12,9,8,1,submit
66163693d969750d958a94b4,JMAN434,04-12-2023,10-12-2023,4,PROJ52997,Develop custom analytics tracking solution,Issue Resolved,12,1,3,11,8,6,6,save
66163693d969750d958a94b5,JMAN680,23-10-2023,29-10-2023,1,PROJ16511,Design and implement data privacy compliance policy exception management approval workflows,Infrastructure Setup,12,7,10,1,11,10,0,submit
66163693d969750d958a94b6,JMAN680,23-10-2023,29-10-2023,2,PROJ16511,Develop real-time collaboration features,Infrastructure Setup,10,7,3,7,1,0,7,submit
66163693d969750d958a94b7,JMAN680,23-10-2023,29-10-2023,3,PROJ16511,Design and implement data privacy compliance policy exception management approval workflows,User Feedback,0,6,2,3,9,8,5,save
66163693d969750d958a94b8,JMAN680,30-10-2023,05-11-2023,1,PROJ16511,Develop real-time collaboration features,Infrastructure Setup,6,7,1,4,5,10,12,submit
66163693d969750d958a94b9,JMAN680,30-10-2023,05-11-2023,2,PROJ16511,Design and implement data privacy compliance policy exception management approval workflows,Requirement Clarified,3,10,0,11,4,6,7,save
66163693d969750d958a94ba,JMAN680,30-10-2023,05-11-2023,3,PROJ16511,Design and implement data privacy compliance policy exception management approval workflows,Testing Passed,9,6,3,4,8,1,0,submit
66163693d969750d958a94bb,JMAN680,06-11-2023,12-11-2023,1,PROJ16511,Develop real-time collaboration features,Data Analysis,10,1,2,0,10,2,12,submit
66163693d969750d958a94bc,JMAN680,06-11-2023,12-11-2023,2,PROJ16511,Develop real-time collaboration features,Deployment Ready,11,0,6,2,9,7,10,submit
66163693d969750d958a94bd,JMAN680,13-11-2023,19-11-2023,1,PROJ16511,Develop real-time collaboration features,Testing Passed,2,10,3,1,0,6,0,save
66163693d969750d958a94be,JMAN680,13-11-2023,19-11-2023,2,PROJ16511,Design and implement data privacy compliance policy exception management approval workflows,Performance Optimization,11,3,3,10,12,1,5,submit
66163693d969750d958a94bf,JMAN680,13-11-2023,19-11-2023,3,PROJ16511,Develop real-time collaboration features,Issue Resolved,8,6,7,2,11,6,12,submit
66163693d969750d958a94c0,JMAN680,13-11-2023,19-11-2023,4,PROJ16511,Develop real-time collaboration features,Security Patch,2,0,2,11,9,3,12,save
66163693d969750d958a94c1,JMAN680,20-11-2023,26-11-2023,1,PROJ16511,Design and implement data privacy compliance policy exception management approval workflows,Requirement Clarified,7,10,11,10,10,2,7,submit
66163693d969750d958a94c2,JMAN680,20-11-2023,26-11-2023,2,PROJ16511,Create interactive data visualizations,Code Review,1,9,11,8,11,0,5,save
66163693d969750d958a94c3,JMAN680,20-11-2023,26-11-2023,3,PROJ16511,Create interactive data visualizations,Data Analysis,7,6,4,0,7,12,10,submit
66163693d969750d958a94c4,JMAN680,20-11-2023,26-11-2023,4,PROJ16511,Create interactive data visualizations,Bug Fixed,10,11,0,5,9,3,2,save
66163693d969750d958a94c5,JMAN680,20-11-2023,26-11-2023,5,PROJ16511,Create interactive data visualizations,Design Updated,11,10,0,7,12,9,10,submit
66163693d969750d958a94c6,JMAN680,27-11-2023,03-12-2023,1,PROJ16511,Develop real-time collaboration features,Infrastructure Setup,0,1,1,4,9,9,7,submit
66163693d969750d958a94c7,JMAN680,27-11-2023,03-12-2023,2,PROJ16511,Create interactive data visualizations,User Feedback,5,9,0,6,2,0,8,save
66163693d969750d958a94c8,JMAN680,04-12-2023,10-12-2023,1,PROJ16511,Create interactive data visualizations,Infrastructure Setup,4,5,0,8,9,10,7,submit
66163693d969750d958a94c9,JMAN680,04-12-2023,10-12-2023,2,PROJ16511,Design and implement data privacy compliance policy exception management approval workflows,Issue Resolved,8,0,2,3,11,10,10,save
66163693d969750d958a94ca,JMAN680,04-12-2023,10-12-2023,3,PROJ16511,Develop real-time collaboration features,User Feedback,7,2,6,11,11,10,0,save
66163693d969750d958a94cb,JMAN680,04-12-2023,10-12-2023,4,PROJ16511,Design and implement data privacy compliance policy exception management approval workflows,Documentation Revised,8,8,5,9,8,3,6,submit
66163693d969750d958a94cc,JMAN680,04-12-2023,10-12-2023,5,PROJ16511,Design and implement data privacy compliance policy exception management approval workflows,Meeting Scheduled,2,10,6,0,9,6,5,submit
66163693d969750d958a94cd,JMAN680,11-12-2023,17-12-2023,1,PROJ16511,Design and implement data privacy compliance policy exception management approval workflows,Deadline Extended,7,7,0,5,7,7,10,submit
66163693d969750d958a94ce,JMAN680,11-12-2023,17-12-2023,2,PROJ16511,Design and implement data privacy compliance policy exception management approval workflows,Deadline Extended,5,0,11,4,6,4,5,submit
66163693d969750d958a94cf,JMAN680,11-12-2023,17-12-2023,3,PROJ16511,Design and implement data privacy compliance policy exception management approval workflows,Testing Passed,12,0,11,2,10,0,10,save
66163693d969750d958a94d0,JMAN680,11-12-2023,17-12-2023,4,PROJ16511,Develop real-time collaboration features,Data Analysis,1,4,7,9,5,4,4,submit
66163693d969750d958a94d1,JMAN680,11-12-2023,17-12-2023,5,PROJ16511,Develop real-time collaboration features,Task Completed,11,9,3,1,6,2,8,save
66163693d969750d958a94d2,JMAN680,18-12-2023,24-12-2023,1,PROJ16511,Create interactive data visualizations,Testing Passed,1,11,6,2,12,6,3,save
66163693d969750d958a94d3,JMAN680,18-12-2023,24-12-2023,2,PROJ16511,Design and implement data privacy compliance policy exception management approval workflows,Performance Optimization,7,12,6,1,8,1,1,save
66163693d969750d958a94d4,JMAN680,18-12-2023,24-12-2023,3,PROJ16511,Develop real-time collaboration features,Progress Update,9,0,12,4,11,8,1,save
66163693d969750d958a94d5,JMAN680,18-12-2023,24-12-2023,4,PROJ16511,Create interactive data visualizations,Testing Passed,9,0,7,9,9,9,3,save
66163693d969750d958a94d6,JMAN920,29-01-2024,04-02-2024,1,PROJ42948,Build automated data access request approval workflows,Deployment Ready,7,9,9,2,3,7,3,save
66163693d969750d958a94d7,JMAN920,29-01-2024,04-02-2024,2,PROJ42948,Design and implement data governance policy compliance assessment and reporting approval workflows,Performance Optimization,0,2,4,10,5,9,3,save
66163693d969750d958a94d8,JMAN920,29-01-2024,04-02-2024,3,PROJ42948,Design and implement data governance policy compliance assessment and reporting approval workflows,Documentation Revised,8,11,5,7,6,12,7,submit
66163693d969750d958a94d9,JMAN920,19-02-2024,25-02-2024,1,PROJ42948,Design and implement data governance policy management platforms,Testing Passed,8,4,0,1,2,12,8,submit
66163693d969750d958a94da,JMAN920,19-02-2024,25-02-2024,2,PROJ42948,Build automated data access request approval workflows,Feature Implemented,1,3,12,5,0,7,6,save
66163693d969750d958a94db,JMAN920,04-03-2024,10-03-2024,1,PROJ42948,Build automated data access request approval workflows,Progress Update,0,11,4,4,9,6,6,submit
66163693d969750d958a94dc,JMAN920,11-03-2024,17-03-2024,1,PROJ42948,Design and implement data governance policy compliance assessment and reporting approval workflows,Bug Fixed,12,12,12,3,9,7,3,save
66163693d969750d958a94dd,JMAN920,18-03-2024,24-03-2024,1,PROJ42948,Build automated data access request approval workflows,Security Patch,12,6,7,5,7,8,3,save
66163693d969750d958a94de,JMAN494,15-01-2024,21-01-2024,1,PROJ88273,Design and implement event-driven architecture,Requirement Clarified,12,2,8,1,12,12,6,submit
66163693d969750d958a94df,JMAN494,15-01-2024,21-01-2024,2,PROJ88273,Design and implement event-driven architecture,User Feedback,7,10,3,2,11,1,10,save
66163693d969750d958a94e0,JMAN494,22-01-2024,28-01-2024,1,PROJ88273,Design database schema for scalability,Documentation Revised,7,5,2,11,6,3,5,save
66163693d969750d958a94e1,JMAN494,22-01-2024,28-01-2024,2,PROJ88273,Design database schema for scalability,Requirement Clarified,7,12,3,5,1,4,12,save
66163693d969750d958a94e2,JMAN494,29-01-2024,04-02-2024,1,PROJ88273,Implement data anonymization techniques,Meeting Scheduled,5,3,11,7,10,0,8,save
66163693d969750d958a94e3,JMAN494,29-01-2024,04-02-2024,2,PROJ88273,Build user engagement tracking system,Task Completed,8,7,0,2,1,2,6,submit
66163693d969750d958a94e4,JMAN494,05-02-2024,11-02-2024,1,PROJ88273,Design database schema for scalability,Feature Implemented,12,9,4,10,9,4,9,save
66163693d969750d958a94e5,JMAN494,05-02-2024,11-02-2024,2,PROJ88273,Build user engagement tracking system,Code Review,3,4,12,0,7,9,3,submit
66163693d969750d958a94e6,JMAN494,12-02-2024,18-02-2024,1,PROJ88273,Design and implement event-driven architecture,Infrastructure Setup,0,6,1,8,3,12,1,save
66163693d969750d958a94e7,JMAN494,12-02-2024,18-02-2024,2,PROJ88273,Design and implement event-driven architecture,Testing Passed,0,6,1,4,2,4,3,submit
66163693d969750d958a94e8,JMAN494,12-02-2024,18-02-2024,3,PROJ88273,Design and implement event-driven architecture,Testing Passed,9,7,2,4,10,6,6,save
66163693d969750d958a94e9,JMAN494,12-02-2024,18-02-2024,4,PROJ88273,Implement data anonymization techniques,Requirement Clarified,5,4,9,7,9,0,7,submit
66163693d969750d958a94ea,JMAN494,19-02-2024,25-02-2024,1,PROJ88273,Implement data anonymization techniques,Requirement Clarified,0,9,5,6,7,12,12,save
66163693d969750d958a94eb,JMAN494,19-02-2024,25-02-2024,2,PROJ88273,Design and implement event-driven architecture,Meeting Scheduled,8,3,1,4,10,3,9,submit
66163693d969750d958a94ec,JMAN494,19-02-2024,25-02-2024,3,PROJ88273,Build user engagement tracking system,Requirement Clarified,10,9,9,5,7,0,5,submit
66163693d969750d958a94ed,JMAN494,26-02-2024,03-03-2024,1,PROJ88273,Build user engagement tracking system,Feature Implemented,3,8,12,12,6,11,4,save
66163693d969750d958a94ee,JMAN494,26-02-2024,03-03-2024,2,PROJ88273,Design database schema for scalability,Performance Optimization,9,2,6,12,9,0,10,submit
66163693d969750d958a94ef,JMAN494,26-02-2024,03-03-2024,3,PROJ88273,Implement data anonymization techniques,Issue Resolved,6,9,12,3,9,8,0,submit
66163693d969750d958a94f0,JMAN494,26-02-2024,03-03-2024,4,PROJ88273,Design database schema for scalability,Task Completed,8,3,0,11,6,2,1,save
66163693d969750d958a94f1,JMAN494,26-02-2024,03-03-2024,5,PROJ88273,Design database schema for scalability,Documentation Revised,11,12,1,9,0,10,2,submit
66163693d969750d958a94f2,JMAN494,04-03-2024,10-03-2024,1,PROJ88273,Design and implement event-driven architecture,Performance Optimization,4,0,7,3,9,4,0,submit
66163693d969750d958a94f3,JMAN494,04-03-2024,10-03-2024,2,PROJ88273,Implement data anonymization techniques,Performance Optimization,7,1,8,10,4,9,10,submit
66163693d969750d958a94f4,JMAN494,04-03-2024,10-03-2024,3,PROJ88273,Design and implement event-driven architecture,Design Updated,7,9,2,11,0,7,0,submit
66163693d969750d958a94f5,JMAN494,04-03-2024,10-03-2024,4,PROJ88273,Design and implement event-driven architecture,Data Analysis,2,7,9,2,8,0,10,save
66163693d969750d958a94f6,JMAN494,11-03-2024,17-03-2024,1,PROJ88273,Implement data anonymization techniques,User Feedback,10,0,5,11,3,5,5,save
66163693d969750d958a94f7,JMAN494,11-03-2024,17-03-2024,2,PROJ88273,Design database schema for scalability,Bug Fixed,0,1,6,12,8,1,7,submit
66163693d969750d958a94f8,JMAN494,11-03-2024,17-03-2024,3,PROJ88273,Build user engagement tracking system,Security Patch,1,8,6,2,6,1,5,save
66163693d969750d958a94f9,JMAN494,11-03-2024,17-03-2024,4,PROJ88273,Implement data anonymization techniques,Infrastructure Setup,11,7,6,5,5,7,5,submit
66163693d969750d958a94fa,JMAN67,18-12-2023,24-12-2023,1,PROJ79306,Design and implement data governance policy compliance assessment frameworks,Code Review,12,1,9,4,5,8,8,submit
66163693d969750d958a94fb,JMAN67,18-12-2023,24-12-2023,2,PROJ79306,Implement data retention and deletion policies,Bug Fixed,9,0,6,7,10,2,1,save
66163693d969750d958a94fc,JMAN67,18-12-2023,24-12-2023,3,PROJ61075,Develop real-time data breach response and recovery orchestration platforms,Deadline Extended,12,0,12,3,2,0,11,save
66163693d969750d958a94fd,JMAN67,25-12-2023,31-12-2023,1,PROJ61075,Develop real-time data breach response and recovery orchestration platforms,Infrastructure Setup,3,0,6,1,4,3,5,save
66163693d969750d958a94fe,JMAN67,25-12-2023,31-12-2023,2,PROJ79306,Design and implement data governance policy compliance assessment frameworks,Feature Implemented,1,3,2,11,0,7,10,save
66163693d969750d958a94ff,JMAN67,01-01-2024,07-01-2024,1,PROJ61075,Optimize database queries for performance,Infrastructure Setup,4,9,5,10,2,0,11,submit
66163693d969750d958a9500,JMAN67,01-01-2024,07-01-2024,2,PROJ61075,Build real-time data processing system,Bug Fixed,5,7,11,9,9,6,4,save
66163693d969750d958a9501,JMAN67,01-01-2024,07-01-2024,3,PROJ79306,Build data pipeline for real-time analytics,Design Updated,3,5,7,5,8,1,2,save
66163693d969750d958a9502,JMAN67,01-01-2024,07-01-2024,4,PROJ61075,Build real-time data processing system,Task Completed,4,6,0,6,5,8,8,save
66163693d969750d958a9503,JMAN67,08-01-2024,14-01-2024,1,PROJ79306,Design and implement data governance policy compliance assessment frameworks,Documentation Revised,5,2,11,8,10,11,11,save
66163693d969750d958a9504,JMAN67,08-01-2024,14-01-2024,2,PROJ61075,Optimize database queries for performance,Infrastructure Setup,12,1,0,12,7,6,6,submit
66163693d969750d958a9505,JMAN67,15-01-2024,21-01-2024,1,PROJ61075,Develop real-time data breach response and recovery orchestration platforms,Infrastructure Setup,0,9,11,9,6,7,2,submit
66163693d969750d958a9506,JMAN67,15-01-2024,21-01-2024,2,PROJ79306,Build data pipeline for real-time analytics,Progress Update,5,8,7,7,5,7,4,save
66163693d969750d958a9507,JMAN67,15-01-2024,21-01-2024,3,PROJ61075,Develop real-time data breach response and recovery orchestration platforms,Infrastructure Setup,0,11,10,6,7,10,8,submit
66163693d969750d958a9508,JMAN67,22-01-2024,28-01-2024,1,PROJ61075,Build real-time data processing system,Requirement Clarified,5,8,12,9,8,7,9,submit
66163693d969750d958a9509,JMAN67,22-01-2024,28-01-2024,2,PROJ79306,Design and implement data encryption in transit mechanisms,Performance Optimization,12,10,7,2,6,0,10,save
66163693d969750d958a950a,JMAN67,22-01-2024,28-01-2024,3,PROJ79306,Design and implement data governance policy compliance assessment frameworks,Feature Implemented,8,9,1,10,6,1,10,submit
66163693d969750d958a950b,JMAN67,22-01-2024,28-01-2024,4,PROJ79306,Design and implement data encryption in transit mechanisms,Documentation Revised,6,5,8,6,6,9,11,save
66163693d969750d958a950c,JMAN67,22-01-2024,28-01-2024,5,PROJ79306,Implement data anonymization techniques,Documentation Revised,3,1,10,3,3,9,7,save
66163693d969750d958a950d,JMAN67,29-01-2024,04-02-2024,1,PROJ61075,Build real-time data processing system,Code Review,8,5,6,11,8,3,3,submit
66163693d969750d958a950e,JMAN67,29-01-2024,04-02-2024,2,PROJ79306,Implement data anonymization techniques,Data Analysis,9,10,9,3,6,1,1,save
66163693d969750d958a950f,JMAN67,29-01-2024,04-02-2024,3,PROJ79306,Implement data anonymization techniques,Design Updated,2,9,9,9,1,6,3,save
66163693d969750d958a9510,JMAN67,29-01-2024,04-02-2024,4,PROJ61075,Develop real-time data breach response and recovery orchestration platforms,Requirement Clarified,4,4,2,9,3,12,2,save
66163693d969750d958a9511,JMAN67,29-01-2024,04-02-2024,5,PROJ79306,Build data pipeline for real-time analytics,Deadline Extended,0,8,3,11,10,0,11,submit
66163693d969750d958a9512,JMAN67,05-02-2024,11-02-2024,1,PROJ61075,Build real-time data processing system,Design Updated,12,0,10,4,9,5,1,save
66163693d969750d958a9513,JMAN67,05-02-2024,11-02-2024,2,PROJ61075,Optimize database queries for performance,Documentation Revised,0,0,12,5,10,11,1,save
66163693d969750d958a9514,JMAN67,05-02-2024,11-02-2024,3,PROJ79306,Implement data retention and deletion policies,Bug Fixed,5,3,10,9,11,2,5,save
66163693d969750d958a9515,JMAN67,12-02-2024,18-02-2024,1,PROJ61075,Build real-time data processing system,Infrastructure Setup,5,11,6,7,2,12,6,submit
66163693d969750d958a9516,JMAN67,12-02-2024,18-02-2024,2,PROJ61075,Develop real-time data breach response and recovery orchestration platforms,Design Updated,11,2,0,8,2,4,1,submit
66163693d969750d958a9517,JMAN801,08-01-2024,14-01-2024,1,PROJ20366,Build automated data classification and tagging systems,Bug Fixed,11,3,3,1,2,2,7,save
66163693d969750d958a9518,JMAN801,08-01-2024,14-01-2024,2,PROJ20366,Develop data quality monitoring and reporting capabilities,Data Analysis,4,6,4,9,12,6,4,save
66163693d969750d958a9519,JMAN801,08-01-2024,14-01-2024,3,PROJ20366,Develop data quality monitoring and reporting capabilities,Infrastructure Setup,12,5,4,9,3,12,6,save
66163693d969750d958a951a,JMAN801,08-01-2024,14-01-2024,4,PROJ20366,Develop data quality monitoring and reporting capabilities,Performance Optimization,0,3,7,11,11,3,6,save
66163693d969750d958a951b,JMAN801,15-01-2024,21-01-2024,1,PROJ20366,Deploy application using containerization technologies,Bug Fixed,3,3,4,9,4,7,7,save
66163693d969750d958a951c,JMAN801,15-01-2024,21-01-2024,2,PROJ20366,Develop data quality monitoring and reporting capabilities,Documentation Revised,6,10,12,1,9,9,9,submit
66163693d969750d958a951d,JMAN801,15-01-2024,21-01-2024,3,PROJ20366,Develop data quality monitoring and reporting capabilities,Progress Update,7,7,5,5,6,2,7,save
66163693d969750d958a951e,JMAN801,22-01-2024,28-01-2024,1,PROJ20366,Build automated data breach detection and notification workflows,User Feedback,8,8,10,5,8,1,5,save
66163693d969750d958a951f,JMAN801,22-01-2024,28-01-2024,2,PROJ20366,Develop data quality monitoring and reporting capabilities,Deadline Extended,4,9,7,9,4,8,9,submit
66163693d969750d958a9520,JMAN801,22-01-2024,28-01-2024,3,PROJ20366,Deploy application using containerization technologies,Task Completed,2,9,7,9,7,2,10,save
66163693d969750d958a9521,JMAN801,22-01-2024,28-01-2024,4,PROJ20366,Build automated data breach detection and notification workflows,Documentation Revised,5,6,10,7,5,5,5,submit
66163693d969750d958a9522,JMAN801,22-01-2024,28-01-2024,5,PROJ20366,Deploy application using containerization technologies,Issue Resolved,5,4,8,3,0,10,2,submit
66163693d969750d958a9523,JMAN801,29-01-2024,04-02-2024,1,PROJ20366,Deploy application using containerization technologies,Feature Implemented,1,6,2,5,11,2,4,save
66163693d969750d958a9524,JMAN801,29-01-2024,04-02-2024,2,PROJ20366,Build automated data classification and tagging systems,Data Analysis,7,1,9,7,5,7,8,submit
66163693d969750d958a9525,JMAN801,29-01-2024,04-02-2024,3,PROJ20366,Build automated data breach detection and notification workflows,Design Updated,5,4,8,7,12,12,9,save
66163693d969750d958a9526,JMAN801,29-01-2024,04-02-2024,4,PROJ20366,Build automated data breach detection and notification workflows,Performance Optimization,7,8,3,0,7,12,6,save
66163693d969750d958a9527,JMAN801,05-02-2024,11-02-2024,1,PROJ20366,Deploy application using containerization technologies,Progress Update,2,11,6,1,12,3,12,save
66163693d969750d958a9528,JMAN801,05-02-2024,11-02-2024,2,PROJ20366,Build automated data breach detection and notification workflows,Documentation Revised,6,3,0,6,8,7,6,save
66163693d969750d958a9529,JMAN801,05-02-2024,11-02-2024,3,PROJ20366,Build automated data classification and tagging systems,Infrastructure Setup,1,7,4,7,4,12,6,save
66163693d969750d958a952a,JMAN801,05-02-2024,11-02-2024,4,PROJ20366,Build automated data classification and tagging systems,Documentation Revised,6,1,5,9,4,8,1,save
66163693d969750d958a952b,JMAN801,12-02-2024,18-02-2024,1,PROJ20366,Build automated data classification and tagging systems,Task Completed,11,4,12,3,4,8,6,save
66163693d969750d958a952c,JMAN801,12-02-2024,18-02-2024,2,PROJ20366,Develop data quality monitoring and reporting capabilities,Performance Optimization,3,4,2,2,12,0,6,save
66163693d969750d958a952d,JMAN801,12-02-2024,18-02-2024,3,PROJ20366,Develop data quality monitoring and reporting capabilities,Code Review,4,5,6,5,5,3,0,submit
66163693d969750d958a952e,JMAN801,19-02-2024,25-02-2024,1,PROJ20366,Develop data quality monitoring and reporting capabilities,Issue Resolved,7,9,1,12,7,7,11,submit
66163693d969750d958a952f,JMAN801,19-02-2024,25-02-2024,2,PROJ20366,Deploy application using containerization technologies,Performance Optimization,10,0,5,4,3,8,12,submit
66163693d969750d958a9530,JMAN801,19-02-2024,25-02-2024,3,PROJ20366,Deploy application using containerization technologies,Code Review,6,4,10,8,2,12,7,submit
66163693d969750d958a9531,JMAN801,19-02-2024,25-02-2024,4,PROJ20366,Build automated data breach detection and notification workflows,Meeting Scheduled,10,0,2,11,5,7,7,submit
66163693d969750d958a9532,JMAN801,26-02-2024,03-03-2024,1,PROJ20366,Build automated data breach detection and notification workflows,Security Patch,11,9,8,7,2,9,8,submit
66163693d969750d958a9533,JMAN801,26-02-2024,03-03-2024,2,PROJ20366,Develop data quality monitoring and reporting capabilities,Progress Update,11,8,4,9,7,2,0,save
66163693d969750d958a9534,JMAN801,26-02-2024,03-03-2024,3,PROJ20366,Build automated data breach detection and notification workflows,Data Analysis,1,7,4,9,11,0,8,save
66163693d969750d958a9535,JMAN801,04-03-2024,10-03-2024,1,PROJ20366,Deploy application using containerization technologies,Task Completed,4,6,3,7,11,6,1,submit
66163693d969750d958a9536,JMAN801,04-03-2024,10-03-2024,2,PROJ20366,Develop data quality monitoring and reporting capabilities,User Feedback,0,0,1,5,12,0,11,save
66163693d969750d958a9537,JMAN801,04-03-2024,10-03-2024,3,PROJ20366,Build automated data breach detection and notification workflows,Performance Optimization,3,4,11,2,2,9,11,submit
66163693d969750d958a9538,JMAN830,05-02-2024,11-02-2024,1,PROJ30732,Build data pipeline for real-time analytics,Feature Implemented,11,6,12,3,6,12,4,submit
66163693d969750d958a9539,JMAN830,05-02-2024,11-02-2024,2,PROJ30732,Build data pipeline for real-time analytics,Infrastructure Setup,0,1,1,7,9,0,8,submit
66163693d969750d958a953a,JMAN830,12-02-2024,18-02-2024,1,PROJ30732,Build data pipeline for real-time analytics,Meeting Scheduled,1,11,4,2,8,12,12,save
66163693d969750d958a953b,JMAN830,12-02-2024,18-02-2024,2,PROJ30732,Build data pipeline for real-time analytics,Meeting Scheduled,3,12,11,5,7,12,7,save
66163693d969750d958a953c,JMAN830,12-02-2024,18-02-2024,3,PROJ30732,Build data pipeline for real-time analytics,Deadline Extended,12,0,3,3,0,9,4,save
66163693d969750d958a953d,JMAN830,19-02-2024,25-02-2024,1,PROJ30732,Develop data lifecycle management workflows,Task Completed,0,6,12,7,12,0,8,save
66163693d969750d958a953e,JMAN830,19-02-2024,25-02-2024,2,PROJ30732,Build data pipeline for real-time analytics,Progress Update,1,0,2,1,10,9,10,save
66163693d969750d958a953f,JMAN830,19-02-2024,25-02-2024,3,PROJ30732,Build data pipeline for real-time analytics,Data Analysis,7,6,3,4,4,12,1,submit
66163693d969750d958a9540,JMAN830,19-02-2024,25-02-2024,4,PROJ30732,Develop data lifecycle management workflows,Documentation Revised,4,4,8,3,1,4,12,submit
66163693d969750d958a9541,JMAN830,19-02-2024,25-02-2024,5,PROJ30732,Build data pipeline for real-time analytics,Requirement Clarified,7,7,5,6,3,10,8,submit
66163693d969750d958a9542,JMAN830,26-02-2024,03-03-2024,1,PROJ30732,Develop data lifecycle management workflows,Performance Optimization,2,4,5,5,6,1,0,save
66163693d969750d958a9543,JMAN830,26-02-2024,03-03-2024,2,PROJ30732,Build data pipeline for real-time analytics,Performance Optimization,10,2,6,6,6,3,8,submit
66163693d969750d958a9544,JMAN830,26-02-2024,03-03-2024,3,PROJ30732,Build data pipeline for real-time analytics,Performance Optimization,0,0,10,1,4,3,9,save
66163693d969750d958a9545,JMAN830,26-02-2024,03-03-2024,4,PROJ30732,Build data pipeline for real-time analytics,Meeting Scheduled,1,3,10,11,4,5,0,submit
