userId,startDate,endDate,projectId,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,total
JMAN981,15-05-2023,21-05-2023,PROJ35653,9,8,7,5,1,8,5,7,9,6,65
JMAN981,15-05-2023,21-05-2023,PROJ35653,5,3,3,1,4,9,9,3,8,4,49
JMAN981,15-05-2023,21-05-2023,PROJ35653,3,4,3,9,1,9,8,9,9,10,65
JMAN981,15-05-2023,21-05-2023,PROJ35653,9,1,6,7,4,8,9,6,3,1,54
JMAN981,22-05-2023,28-05-2023,PROJ35653,1,10,8,2,3,9,8,7,6,2,56
JMAN981,22-05-2023,28-05-2023,PROJ35653,8,4,3,2,5,3,2,1,7,8,43
JMAN981,22-05-2023,28-05-2023,PROJ35653,9,9,10,8,3,9,5,9,7,7,76
JMAN981,29-05-2023,04-06-2023,PROJ35653,1,7,10,4,10,7,3,10,4,6,62
JMAN981,29-05-2023,04-06-2023,PROJ35653,3,6,4,3,1,10,2,8,9,10,56
JMAN981,05-06-2023,11-06-2023,PROJ35653,5,4,8,5,4,4,9,10,7,7,63
JMAN981,05-06-2023,11-06-2023,PROJ35653,3,3,6,8,8,9,10,7,6,6,66
JMAN981,05-06-2023,11-06-2023,PROJ35653,10,1,2,10,2,9,9,1,1,4,49
JMAN981,12-06-2023,18-06-2023,PROJ35653,8,1,2,2,10,2,1,6,10,5,47
JMAN981,12-06-2023,18-06-2023,PROJ35653,5,1,8,1,8,7,7,1,5,9,52
JMAN981,12-06-2023,18-06-2023,PROJ35653,5,4,8,8,1,2,1,10,9,4,52
JMAN981,12-06-2023,18-06-2023,PROJ35653,4,4,5,3,4,2,5,7,8,1,43
JMAN576,06-03-2023,12-03-2023,PROJ18057,2,5,4,10,10,1,10,7,7,7,63
JMAN576,06-03-2023,12-03-2023,PROJ18057,5,6,1,2,1,2,10,9,6,10,52
JMAN576,06-03-2023,12-03-2023,PROJ18057,3,9,3,1,6,1,5,5,1,5,39
JMAN576,13-03-2023,19-03-2023,PROJ18057,3,3,3,10,9,6,1,4,4,8,51
JMAN576,13-03-2023,19-03-2023,PROJ18057,10,2,6,4,2,2,9,7,8,3,53
JMAN576,13-03-2023,19-03-2023,PROJ18057,2,7,3,9,9,9,8,5,4,4,60
JMAN576,20-03-2023,26-03-2023,PROJ18057,2,10,8,4,10,7,5,2,7,2,57
JMAN576,20-03-2023,26-03-2023,PROJ18057,2,1,10,8,5,1,5,2,8,6,48
JMAN576,20-03-2023,26-03-2023,PROJ18057,7,8,8,10,3,7,10,4,7,1,65
JMAN576,20-03-2023,26-03-2023,PROJ18057,9,5,5,2,4,8,2,3,9,5,52
JMAN576,27-03-2023,02-04-2023,PROJ18057,6,9,7,6,6,7,10,9,6,8,74
JMAN576,27-03-2023,02-04-2023,PROJ18057,8,1,9,7,8,6,6,7,4,2,58
JMAN576,27-03-2023,02-04-2023,PROJ18057,5,10,4,9,3,10,2,4,4,4,55
JMAN576,27-03-2023,02-04-2023,PROJ18057,1,8,1,6,2,1,4,5,9,4,41
JMAN576,03-04-2023,09-04-2023,PROJ18057,2,8,9,10,9,6,8,1,5,2,60
JMAN576,03-04-2023,09-04-2023,PROJ18057,7,4,1,8,3,3,1,10,1,1,39
JMAN576,03-04-2023,09-04-2023,PROJ18057,4,4,3,8,4,8,4,10,9,1,55
JMAN576,10-04-2023,16-04-2023,PROJ18057,5,1,10,8,2,10,7,7,1,3,54
JMAN576,10-04-2023,16-04-2023,PROJ18057,1,10,10,2,9,9,3,1,7,6,58
JMAN576,10-04-2023,16-04-2023,PROJ18057,9,10,6,6,2,4,4,7,7,5,60
JMAN576,17-04-2023,23-04-2023,PROJ18057,5,3,1,9,7,1,1,8,6,4,45
JMAN576,17-04-2023,23-04-2023,PROJ18057,3,10,10,9,3,2,9,10,10,6,72
JMAN576,24-04-2023,30-04-2023,PROJ18057,1,8,4,3,3,2,2,1,9,9,42
JMAN576,24-04-2023,30-04-2023,PROJ18057,5,8,6,8,6,9,7,4,6,6,65
JMAN576,24-04-2023,30-04-2023,PROJ18057,1,10,8,7,4,3,6,6,10,1,56
JMAN576,24-04-2023,30-04-2023,PROJ18057,1,2,6,6,6,3,4,7,1,10,46
JMAN576,24-04-2023,30-04-2023,PROJ18057,1,3,7,7,8,1,3,1,1,5,37
JMAN576,01-05-2023,07-05-2023,PROJ18057,7,8,8,7,2,6,4,9,7,2,60
JMAN576,01-05-2023,07-05-2023,PROJ18057,2,6,7,4,4,3,10,6,6,4,52
JMAN576,01-05-2023,07-05-2023,PROJ18057,10,5,8,10,3,2,9,8,2,1,58
JMAN576,01-05-2023,07-05-2023,PROJ18057,4,3,2,9,1,2,7,8,10,4,50
JMAN873,03-04-2023,09-04-2023,PROJ27248,5,7,2,2,6,8,2,9,2,2,45
JMAN873,03-04-2023,09-04-2023,PROJ27248,2,9,4,1,1,6,8,6,6,1,44
JMAN873,10-04-2023,16-04-2023,PROJ27248,6,1,7,9,6,4,7,10,1,4,55
JMAN873,10-04-2023,16-04-2023,PROJ27248,7,1,10,1,2,4,4,8,8,10,55
JMAN873,10-04-2023,16-04-2023,PROJ27248,9,8,2,1,7,4,5,1,5,7,49
JMAN873,10-04-2023,16-04-2023,PROJ27248,3,7,8,5,9,3,3,1,3,3,45
JMAN873,17-04-2023,23-04-2023,PROJ27248,10,7,1,6,9,8,7,4,10,3,65
JMAN873,17-04-2023,23-04-2023,PROJ27248,1,4,1,10,2,3,4,8,4,6,43
JMAN873,17-04-2023,23-04-2023,PROJ27248,2,1,6,9,6,7,4,1,6,8,50
JMAN873,24-04-2023,30-04-2023,PROJ27248,5,6,2,6,2,7,1,7,2,5,43
JMAN873,24-04-2023,30-04-2023,PROJ27248,7,5,8,7,4,7,8,4,7,2,59
JMAN873,24-04-2023,30-04-2023,PROJ27248,7,6,7,8,4,5,7,9,8,9,70
JMAN873,01-05-2023,07-05-2023,PROJ27248,6,8,4,9,4,8,1,9,2,2,53
JMAN873,01-05-2023,07-05-2023,PROJ27248,8,5,8,6,10,9,9,8,3,9,75
JMAN873,08-05-2023,14-05-2023,PROJ27248,10,6,3,2,6,1,6,10,8,5,57
JMAN873,08-05-2023,14-05-2023,PROJ27248,10,10,10,9,7,4,4,1,10,2,67
JMAN873,08-05-2023,14-05-2023,PROJ27248,3,7,6,5,1,5,4,4,4,3,42
JMAN873,08-05-2023,14-05-2023,PROJ27248,9,7,4,5,2,3,6,8,8,9,61
JMAN873,15-05-2023,21-05-2023,PROJ27248,9,6,10,10,1,4,9,2,2,1,54
JMAN873,15-05-2023,21-05-2023,PROJ27248,9,4,7,8,8,3,1,7,1,10,58
JMAN873,22-05-2023,28-05-2023,PROJ27248,3,9,10,4,10,3,1,1,8,10,59
JMAN873,22-05-2023,28-05-2023,PROJ27248,2,6,9,7,1,4,6,4,8,4,51
JMAN873,29-05-2023,04-06-2023,PROJ27248,1,8,5,8,5,8,6,2,9,8,60
JMAN873,29-05-2023,04-06-2023,PROJ27248,10,9,10,2,10,1,5,9,10,1,67
JMAN873,29-05-2023,04-06-2023,PROJ27248,4,7,1,6,4,2,3,6,9,10,52
JMAN82,13-03-2023,19-03-2023,PROJ37880,9,3,8,3,8,5,6,10,5,3,60
JMAN82,13-03-2023,19-03-2023,PROJ37880,3,2,1,10,9,7,7,3,8,2,52
JMAN82,13-03-2023,19-03-2023,PROJ37880,8,10,2,10,9,3,10,9,7,1,69
JMAN82,13-03-2023,19-03-2023,PROJ37880,4,1,4,6,8,7,3,6,5,8,52
JMAN82,13-03-2023,19-03-2023,PROJ37880,4,4,2,2,7,1,6,4,5,2,37
JMAN82,20-03-2023,26-03-2023,PROJ37880,9,5,2,6,10,4,1,5,8,4,54
JMAN82,20-03-2023,26-03-2023,PROJ37880,4,9,1,5,3,6,3,4,1,2,38
JMAN82,20-03-2023,26-03-2023,PROJ37880,9,9,6,7,3,7,5,5,5,4,60
JMAN82,27-03-2023,02-04-2023,PROJ37880,6,10,1,9,10,4,9,9,3,1,62
JMAN82,27-03-2023,02-04-2023,PROJ37880,6,5,5,1,3,3,5,5,10,8,51
JMAN82,27-03-2023,02-04-2023,PROJ37880,1,1,1,8,8,9,7,9,8,5,57
JMAN82,27-03-2023,02-04-2023,PROJ37880,7,9,2,5,6,3,4,1,4,2,43
JMAN82,03-04-2023,09-04-2023,PROJ37880,7,3,8,10,2,6,9,9,8,6,68
JMAN82,03-04-2023,09-04-2023,PROJ37880,10,6,8,8,7,5,1,6,4,2,57
JMAN82,10-04-2023,16-04-2023,PROJ37880,4,9,2,3,8,10,2,5,3,8,54
JMAN82,10-04-2023,16-04-2023,PROJ37880,10,9,5,3,5,5,4,10,10,9,70
JMAN82,10-04-2023,16-04-2023,PROJ37880,3,7,7,3,8,3,1,4,1,5,42
JMAN82,17-04-2023,23-04-2023,PROJ37880,10,7,3,4,7,3,8,6,6,3,57
JMAN82,17-04-2023,23-04-2023,PROJ37880,10,4,5,8,7,6,6,4,7,1,58
JMAN82,17-04-2023,23-04-2023,PROJ37880,5,1,8,4,10,6,6,8,2,6,56
JMAN82,24-04-2023,30-04-2023,PROJ37880,3,6,10,2,8,9,9,2,9,9,67
JMAN82,24-04-2023,30-04-2023,PROJ37880,4,10,10,1,1,4,4,4,2,5,45
JMAN82,24-04-2023,30-04-2023,PROJ37880,2,10,2,4,5,2,10,2,8,5,50
JMAN82,24-04-2023,30-04-2023,PROJ37880,1,5,2,6,7,5,5,10,4,8,53
JMAN82,01-05-2023,07-05-2023,PROJ37880,2,3,7,1,7,1,7,3,7,4,42
JMAN82,01-05-2023,07-05-2023,PROJ37880,6,8,4,1,3,3,8,1,7,3,44
JMAN82,01-05-2023,07-05-2023,PROJ37880,2,10,8,1,4,7,2,8,1,3,46
JMAN82,01-05-2023,07-05-2023,PROJ37880,7,6,6,7,1,8,2,5,5,10,57
JMAN82,01-05-2023,07-05-2023,PROJ37880,4,1,3,8,8,6,6,5,7,1,49
JMAN82,08-05-2023,14-05-2023,PROJ37880,8,4,5,1,7,7,6,10,10,10,68
JMAN82,08-05-2023,14-05-2023,PROJ37880,6,5,2,3,7,6,9,7,5,1,51
JMAN82,08-05-2023,14-05-2023,PROJ37880,3,1,2,9,5,1,9,6,3,2,41
JMAN82,08-05-2023,14-05-2023,PROJ37880,5,7,10,7,1,7,9,8,8,9,71
JMAN583,07-08-2023,13-08-2023,PROJ70577,1,9,4,4,2,3,1,10,2,4,40
JMAN583,07-08-2023,13-08-2023,PROJ70577,1,4,6,2,1,6,9,3,4,7,43
JMAN583,14-08-2023,20-08-2023,PROJ70577,3,4,4,8,8,1,4,8,7,4,51
JMAN583,14-08-2023,20-08-2023,PROJ70577,8,6,6,1,7,2,10,6,2,2,50
JMAN583,14-08-2023,20-08-2023,PROJ70577,7,2,3,9,2,4,9,1,4,3,44
JMAN583,21-08-2023,27-08-2023,PROJ70577,4,7,10,8,8,5,8,3,8,9,70
JMAN583,28-08-2023,03-09-2023,PROJ70577,5,7,3,9,6,7,7,5,5,2,56
JMAN583,28-08-2023,03-09-2023,PROJ70577,5,4,3,1,4,5,6,8,10,7,53
JMAN583,04-09-2023,10-09-2023,PROJ70577,2,2,7,8,7,6,2,8,7,6,55
JMAN583,04-09-2023,10-09-2023,PROJ70577,2,8,10,9,1,1,9,1,4,9,54
JMAN583,04-09-2023,10-09-2023,PROJ70577,7,1,5,6,2,2,4,4,9,10,50
JMAN583,11-09-2023,17-09-2023,PROJ70577,4,3,8,8,5,9,9,3,10,9,68
JMAN583,25-09-2023,01-10-2023,PROJ70577,5,7,6,2,5,4,3,6,3,10,51
JMAN583,02-10-2023,08-10-2023,PROJ70577,3,3,3,4,3,10,4,4,8,3,45
JMAN583,02-10-2023,08-10-2023,PROJ70577,9,4,4,9,1,5,2,6,10,9,59
JMAN583,02-10-2023,08-10-2023,PROJ70577,10,2,8,5,7,2,7,5,8,9,63
JMAN67,23-10-2023,29-10-2023,PROJ61075,6,8,7,1,4,6,1,5,2,4,44
JMAN67,23-10-2023,29-10-2023,PROJ61075,5,9,10,9,10,2,1,8,9,7,70
JMAN67,23-10-2023,29-10-2023,PROJ61075,6,5,4,4,6,4,8,2,2,9,50
JMAN67,30-10-2023,05-11-2023,PROJ79306,7,7,3,5,2,9,7,2,3,7,52
JMAN67,30-10-2023,05-11-2023,PROJ61075,7,8,3,7,3,5,8,8,8,9,66
JMAN67,30-10-2023,05-11-2023,PROJ61075,8,8,7,4,3,1,10,2,3,9,55
JMAN67,30-10-2023,05-11-2023,PROJ79306,4,4,1,4,8,1,1,10,7,10,50
JMAN67,06-11-2023,12-11-2023,PROJ61075,4,5,6,9,3,2,6,9,3,8,55
JMAN67,06-11-2023,12-11-2023,PROJ79306,5,6,10,1,9,7,5,4,7,1,55
JMAN67,06-11-2023,12-11-2023,PROJ61075,8,3,5,1,6,1,5,10,9,8,56
JMAN67,06-11-2023,12-11-2023,PROJ61075,6,2,6,6,4,9,1,3,4,8,49
JMAN67,06-11-2023,12-11-2023,PROJ61075,6,3,6,3,7,9,8,2,6,4,54
JMAN67,13-11-2023,19-11-2023,PROJ79306,6,2,2,8,4,9,9,4,3,9,56
JMAN67,13-11-2023,19-11-2023,PROJ79306,1,5,10,2,7,7,9,6,5,7,59
JMAN67,13-11-2023,19-11-2023,PROJ61075,5,2,2,6,7,9,8,5,9,10,63
JMAN67,20-11-2023,26-11-2023,PROJ79306,8,1,3,7,8,9,1,2,7,10,56
JMAN67,20-11-2023,26-11-2023,PROJ79306,1,4,2,8,8,2,5,3,10,7,50
JMAN67,20-11-2023,26-11-2023,PROJ61075,6,5,8,9,5,7,2,1,7,5,55
JMAN67,20-11-2023,26-11-2023,PROJ61075,4,5,3,8,9,2,1,3,8,1,44
JMAN67,20-11-2023,26-11-2023,PROJ61075,1,4,2,2,5,1,3,7,1,8,34
JMAN67,27-11-2023,03-12-2023,PROJ79306,4,9,9,4,6,5,3,9,2,3,54
JMAN67,27-11-2023,03-12-2023,PROJ79306,5,3,7,9,6,1,7,10,10,5,63
JMAN67,27-11-2023,03-12-2023,PROJ79306,7,8,7,1,2,9,3,1,9,3,50
JMAN67,04-12-2023,10-12-2023,PROJ61075,9,5,7,6,4,10,3,7,8,8,67
JMAN67,04-12-2023,10-12-2023,PROJ61075,3,5,1,10,1,7,4,6,1,8,46
JMAN67,11-12-2023,17-12-2023,PROJ79306,8,2,1,7,10,9,2,4,8,9,60
JMAN67,11-12-2023,17-12-2023,PROJ79306,1,1,3,8,4,5,2,2,9,3,38
JMAN67,11-12-2023,17-12-2023,PROJ61075,5,10,3,5,9,8,9,8,7,1,65
JMAN67,18-12-2023,24-12-2023,PROJ61075,9,8,4,3,8,2,3,4,1,2,44
JMAN67,18-12-2023,24-12-2023,PROJ79306,8,3,1,7,9,2,6,8,6,5,55
JMAN67,18-12-2023,24-12-2023,PROJ61075,9,5,8,7,10,6,3,2,8,2,60
JMAN67,18-12-2023,24-12-2023,PROJ79306,2,10,7,7,3,4,3,1,8,4,49
JMAN67,18-12-2023,24-12-2023,PROJ79306,1,9,3,2,3,9,6,3,3,8,47
JMAN476,07-08-2023,13-08-2023,PROJ14696,9,2,1,1,7,10,9,9,6,3,57
JMAN476,07-08-2023,13-08-2023,PROJ79596,3,5,8,2,6,2,10,9,10,6,61
JMAN476,14-08-2023,20-08-2023,PROJ79596,4,6,10,7,7,3,8,5,8,6,64
JMAN476,14-08-2023,20-08-2023,PROJ79596,1,2,8,4,7,1,4,7,10,4,48
JMAN476,14-08-2023,20-08-2023,PROJ79596,10,4,9,3,9,4,5,1,10,7,62
JMAN476,14-08-2023,20-08-2023,PROJ79596,4,8,7,8,8,5,2,7,10,9,68
JMAN476,14-08-2023,20-08-2023,PROJ14696,9,3,6,4,7,5,6,4,5,10,59
JMAN476,21-08-2023,27-08-2023,PROJ79596,8,2,1,10,9,8,5,8,1,9,61
JMAN476,21-08-2023,27-08-2023,PROJ79596,3,5,6,8,1,9,4,2,1,5,44
JMAN476,21-08-2023,27-08-2023,PROJ79596,10,1,6,7,9,10,6,8,2,8,67
JMAN476,21-08-2023,27-08-2023,PROJ14696,7,2,6,3,5,6,7,10,9,4,59
JMAN476,28-08-2023,03-09-2023,PROJ79596,7,4,9,5,10,10,4,7,9,9,74
JMAN476,28-08-2023,03-09-2023,PROJ14696,1,4,5,7,4,2,8,10,6,3,50
JMAN476,04-09-2023,10-09-2023,PROJ79596,3,10,7,5,10,3,7,1,9,8,63
JMAN476,04-09-2023,10-09-2023,PROJ14696,3,7,8,8,1,7,4,5,1,8,52
JMAN476,04-09-2023,10-09-2023,PROJ79596,9,6,6,2,9,8,10,3,3,1,57
JMAN476,04-09-2023,10-09-2023,PROJ79596,5,9,1,4,9,1,7,10,3,8,57
JMAN476,04-09-2023,10-09-2023,PROJ14696,6,8,1,5,5,2,8,6,4,3,48
JMAN476,11-09-2023,17-09-2023,PROJ14696,5,5,8,3,8,3,10,10,3,10,65
JMAN476,11-09-2023,17-09-2023,PROJ79596,10,4,3,5,2,5,2,1,2,6,40
JMAN476,11-09-2023,17-09-2023,PROJ14696,1,1,2,3,9,5,7,7,8,6,49
JMAN476,11-09-2023,17-09-2023,PROJ79596,2,1,8,8,8,7,1,8,6,4,53
JMAN476,11-09-2023,17-09-2023,PROJ79596,5,4,10,7,4,1,10,3,1,4,49
JMAN476,18-09-2023,24-09-2023,PROJ79596,8,6,1,8,6,6,6,7,7,2,57
JMAN476,18-09-2023,24-09-2023,PROJ79596,1,6,6,2,5,1,10,2,5,8,46
JMAN476,25-09-2023,01-10-2023,PROJ79596,9,7,9,5,5,9,9,6,7,9,75
JMAN476,25-09-2023,01-10-2023,PROJ14696,8,10,7,2,1,2,7,1,10,7,55
JMAN476,25-09-2023,01-10-2023,PROJ79596,4,9,7,9,4,2,10,3,9,6,63
JMAN476,25-09-2023,01-10-2023,PROJ79596,8,4,10,3,4,6,4,2,7,7,55
JMAN476,02-10-2023,08-10-2023,PROJ79596,2,7,8,6,2,7,7,10,4,1,54
JMAN476,02-10-2023,08-10-2023,PROJ79596,4,10,7,2,5,8,6,10,3,10,65
JMAN476,02-10-2023,08-10-2023,PROJ79596,6,4,10,2,3,6,9,1,2,2,45
JMAN476,02-10-2023,08-10-2023,PROJ79596,9,5,6,6,9,5,7,1,7,4,59
JMAN476,02-10-2023,08-10-2023,PROJ79596,2,5,9,7,4,6,2,9,10,4,58
JMAN680,04-09-2023,10-09-2023,PROJ16511,9,7,7,8,2,7,7,10,2,9,68
JMAN680,04-09-2023,10-09-2023,PROJ16511,9,10,3,5,10,6,8,6,9,2,68
JMAN680,04-09-2023,10-09-2023,PROJ16511,2,4,3,9,10,2,3,8,9,3,53
JMAN680,04-09-2023,10-09-2023,PROJ16511,2,4,6,2,6,3,9,1,8,8,49
JMAN680,04-09-2023,10-09-2023,PROJ16511,8,7,2,3,6,8,9,4,2,6,55
JMAN680,11-09-2023,17-09-2023,PROJ16511,2,3,6,6,6,8,8,5,10,6,60
JMAN680,11-09-2023,17-09-2023,PROJ16511,8,10,7,3,7,5,5,5,7,5,62
JMAN680,11-09-2023,17-09-2023,PROJ16511,10,5,3,9,1,1,7,1,5,7,49
JMAN680,11-09-2023,17-09-2023,PROJ16511,10,8,5,3,10,2,2,8,6,5,59
JMAN680,11-09-2023,17-09-2023,PROJ16511,4,6,10,7,8,1,3,2,7,2,50
JMAN680,18-09-2023,24-09-2023,PROJ16511,9,2,10,1,1,1,9,8,6,8,55
JMAN680,18-09-2023,24-09-2023,PROJ16511,1,5,7,6,2,2,2,6,9,10,50
JMAN680,18-09-2023,24-09-2023,PROJ16511,3,7,9,3,9,9,9,1,4,8,62
JMAN680,18-09-2023,24-09-2023,PROJ16511,8,6,6,5,9,5,7,9,10,9,74
JMAN680,25-09-2023,01-10-2023,PROJ16511,3,10,1,3,9,6,9,3,4,1,49
JMAN680,25-09-2023,01-10-2023,PROJ16511,9,6,9,4,10,7,1,6,2,5,59
JMAN680,25-09-2023,01-10-2023,PROJ16511,7,10,5,7,5,8,8,4,1,9,64
JMAN680,25-09-2023,01-10-2023,PROJ16511,1,6,8,3,6,6,6,8,3,8,55
JMAN680,02-10-2023,08-10-2023,PROJ16511,3,4,3,7,9,9,9,7,2,10,63
JMAN680,02-10-2023,08-10-2023,PROJ16511,4,6,1,7,8,6,5,10,4,3,54
JMAN680,02-10-2023,08-10-2023,PROJ16511,3,2,2,3,9,7,6,10,1,9,52
JMAN680,02-10-2023,08-10-2023,PROJ16511,6,9,3,5,9,5,10,5,10,7,69
JMAN680,09-10-2023,15-10-2023,PROJ16511,3,7,1,3,2,5,4,7,6,6,44
JMAN680,09-10-2023,15-10-2023,PROJ16511,2,7,7,8,4,8,3,2,9,9,59
JMAN680,09-10-2023,15-10-2023,PROJ16511,8,4,10,4,9,5,10,10,4,1,65
JMAN680,09-10-2023,15-10-2023,PROJ16511,3,10,2,8,6,5,4,10,7,1,56
JMAN680,16-10-2023,22-10-2023,PROJ16511,5,6,10,5,8,8,2,6,5,5,60
JMAN680,16-10-2023,22-10-2023,PROJ16511,6,5,2,1,7,5,7,9,3,10,55
JMAN680,16-10-2023,22-10-2023,PROJ16511,3,5,6,9,3,8,4,1,2,7,48
JMAN680,23-10-2023,29-10-2023,PROJ16511,9,4,10,7,10,3,7,7,4,6,67
JMAN680,23-10-2023,29-10-2023,PROJ16511,10,5,10,6,1,6,3,10,6,10,67
JMAN680,23-10-2023,29-10-2023,PROJ16511,10,2,5,2,4,8,9,6,6,4,56
JMAN680,30-10-2023,05-11-2023,PROJ16511,3,9,8,5,3,2,1,2,1,9,43
JMAN680,30-10-2023,05-11-2023,PROJ16511,6,3,6,7,2,9,1,2,5,10,51
JMAN920,06-11-2023,12-11-2023,PROJ42948,6,9,1,7,10,7,3,9,7,4,63
JMAN920,20-11-2023,26-11-2023,PROJ42948,10,8,1,5,3,1,6,4,9,2,49
JMAN920,20-11-2023,26-11-2023,PROJ42948,8,1,5,4,10,1,2,6,2,5,44
JMAN920,27-11-2023,03-12-2023,PROJ42948,4,4,7,3,3,2,7,1,8,5,44
JMAN920,04-12-2023,10-12-2023,PROJ42948,3,10,4,5,6,2,2,1,3,7,43
JMAN309,22-01-2024,28-01-2024,PROJ21554,4,4,1,7,6,6,2,10,5,9,54
JMAN309,22-01-2024,28-01-2024,PROJ21554,5,4,3,2,2,8,5,2,3,5,39
JMAN309,22-01-2024,28-01-2024,PROJ21554,6,5,1,3,9,5,9,3,6,1,48
JMAN309,29-01-2024,04-02-2024,PROJ21554,6,2,3,5,1,4,4,6,7,9,47
JMAN309,29-01-2024,04-02-2024,PROJ21554,4,7,9,1,6,1,2,6,3,5,44
JMAN309,29-01-2024,04-02-2024,PROJ21554,8,10,2,8,3,7,10,5,1,6,60
JMAN309,29-01-2024,04-02-2024,PROJ21554,1,2,1,5,2,2,3,3,5,2,26
JMAN309,29-01-2024,04-02-2024,PROJ21554,5,9,4,3,3,4,5,5,5,1,44
JMAN309,05-02-2024,11-02-2024,PROJ21554,2,10,6,8,1,1,5,2,5,10,50
JMAN309,05-02-2024,11-02-2024,PROJ21554,6,2,4,6,8,7,8,6,8,7,62
JMAN309,12-02-2024,18-02-2024,PROJ21554,6,3,5,7,4,9,8,5,10,10,67
JMAN309,12-02-2024,18-02-2024,PROJ21554,6,10,3,3,9,6,1,7,6,3,54
JMAN309,12-02-2024,18-02-2024,PROJ21554,7,3,5,2,4,9,7,1,6,1,45
JMAN309,19-02-2024,25-02-2024,PROJ21554,6,3,7,8,4,4,2,8,7,6,55
JMAN309,19-02-2024,25-02-2024,PROJ21554,8,4,2,6,10,9,3,10,4,1,57
JMAN309,26-02-2024,03-03-2024,PROJ21554,10,4,8,4,10,3,8,4,8,7,66
JMAN309,26-02-2024,03-03-2024,PROJ21554,4,7,10,2,10,3,6,2,2,10,56
JMAN309,26-02-2024,03-03-2024,PROJ21554,6,3,8,7,3,5,2,5,1,5,45
JMAN309,26-02-2024,03-03-2024,PROJ21554,4,2,1,2,5,5,8,9,9,8,53
JMAN309,26-02-2024,03-03-2024,PROJ21554,8,5,10,8,8,4,7,4,2,6,62
JMAN309,04-03-2024,10-03-2024,PROJ21554,3,7,9,2,9,5,7,1,7,1,51
JMAN309,04-03-2024,10-03-2024,PROJ21554,10,3,9,5,4,5,9,4,1,2,52
JMAN309,04-03-2024,10-03-2024,PROJ21554,9,1,5,3,6,9,3,1,1,8,46
JMAN309,04-03-2024,10-03-2024,PROJ21554,8,6,10,6,3,8,7,6,5,8,67
JMAN309,11-03-2024,17-03-2024,PROJ21554,2,4,2,9,8,10,3,3,4,8,53
JMAN309,11-03-2024,17-03-2024,PROJ21554,8,2,1,7,9,6,10,6,3,4,56
JMAN309,11-03-2024,17-03-2024,PROJ21554,9,8,2,9,10,9,9,4,10,2,72
JMAN309,18-03-2024,24-03-2024,PROJ21554,3,2,8,6,9,2,6,5,2,7,50
JMAN309,18-03-2024,24-03-2024,PROJ21554,2,6,6,4,3,4,7,5,6,2,45
JMAN678,01-01-2024,07-01-2024,PROJ13614,10,7,7,7,10,3,6,4,7,3,64
JMAN678,01-01-2024,07-01-2024,PROJ13614,7,7,5,3,9,7,1,10,7,3,59
JMAN678,01-01-2024,07-01-2024,PROJ13614,1,6,9,7,3,6,7,6,5,9,59
JMAN678,01-01-2024,07-01-2024,PROJ13614,9,5,5,7,6,7,1,8,5,9,62
JMAN678,08-01-2024,14-01-2024,PROJ13614,2,1,10,9,10,8,8,5,2,3,58
JMAN678,08-01-2024,14-01-2024,PROJ13614,8,10,8,4,10,3,2,4,9,10,68
JMAN678,08-01-2024,14-01-2024,PROJ13614,7,2,9,3,2,3,4,9,7,2,48
JMAN678,08-01-2024,14-01-2024,PROJ13614,2,3,4,4,4,3,4,5,10,7,46
JMAN678,08-01-2024,14-01-2024,PROJ13614,9,7,8,10,3,3,9,8,8,10,75
JMAN678,15-01-2024,21-01-2024,PROJ13614,5,4,3,7,9,5,6,3,10,7,59
JMAN678,15-01-2024,21-01-2024,PROJ13614,6,7,7,5,5,8,1,6,5,10,60
JMAN678,22-01-2024,28-01-2024,PROJ13614,2,4,3,10,8,6,6,8,2,3,52
JMAN678,22-01-2024,28-01-2024,PROJ13614,3,4,8,7,3,10,1,6,5,5,52
JMAN678,22-01-2024,28-01-2024,PROJ13614,3,6,2,10,4,10,7,6,6,7,61
JMAN678,29-01-2024,04-02-2024,PROJ13614,5,3,8,8,7,6,7,6,10,8,68
JMAN678,29-01-2024,04-02-2024,PROJ13614,3,9,5,6,6,8,3,6,2,10,58
JMAN678,29-01-2024,04-02-2024,PROJ13614,9,2,2,3,1,1,2,6,3,5,34
JMAN678,29-01-2024,04-02-2024,PROJ13614,2,5,5,2,5,9,6,5,5,7,51
JMAN678,29-01-2024,04-02-2024,PROJ13614,9,1,8,10,9,3,2,7,5,10,64
JMAN678,05-02-2024,11-02-2024,PROJ13614,4,6,9,3,2,6,3,10,7,5,55
JMAN678,05-02-2024,11-02-2024,PROJ13614,9,9,7,1,7,2,8,1,5,4,53
JMAN678,12-02-2024,18-02-2024,PROJ13614,3,5,3,8,10,10,2,8,3,4,56
JMAN678,12-02-2024,18-02-2024,PROJ13614,6,1,4,4,4,5,10,10,10,8,62
JMAN678,19-02-2024,25-02-2024,PROJ13614,4,4,1,2,5,6,4,6,4,3,39
JMAN678,19-02-2024,25-02-2024,PROJ13614,8,9,9,8,1,5,6,4,3,3,56
JMAN678,19-02-2024,25-02-2024,PROJ13614,2,4,10,7,2,5,10,4,3,9,56
JMAN678,26-02-2024,03-03-2024,PROJ13614,2,8,3,7,9,5,3,10,9,1,57
JMAN678,26-02-2024,03-03-2024,PROJ13614,7,3,2,9,3,10,3,3,9,10,59
